144100, 0.00044, 1.0000000656873453e-05
144200, 0.00028, 1.0000000656873453e-05
144300, 0.00034, 1.0000000656873453e-05
144400, 0.00031, 1.0000000656873453e-05
144500, 0.00037, 1.0000000656873453e-05
144600, 0.00033, 1.0000000656873453e-05
144700, 0.00028, 1.0000000656873453e-05
144800, 0.00035, 1.0000000656873453e-05
144900, 0.00040, 1.0000000656873453e-05
145000, 0.00032, 1.0000000656873453e-05
145100, 0.00040, 1.0000000656873453e-05
145200, 0.00033, 1.0000000656873453e-05
145300, 0.00034, 1.0000000656873453e-05
145400, 0.00037, 1.0000000656873453e-05
145500, 0.00036, 1.0000000656873453e-05
145600, 0.00036, 1.0000000656873453e-05
145700, 0.00036, 1.0000000656873453e-05
145800, 0.00040, 1.0000000656873453e-05
145900, 0.00041, 1.0000000656873453e-05
146000, 0.00034, 1.0000000656873453e-05
146100, 0.00038, 1.0000000656873453e-05
146200, 0.00038, 1.0000000656873453e-05
146300, 0.00035, 1.0000000656873453e-05
146400, 0.00037, 1.0000000656873453e-05
146500, 0.00031, 1.0000000656873453e-05
146600, 0.00040, 1.0000000656873453e-05
146700, 0.00035, 1.0000000656873453e-05
146800, 0.00035, 1.0000000656873453e-05
146900, 0.00038, 1.0000000656873453e-05
147000, 0.00038, 1.0000000656873453e-05
147100, 0.00041, 1.0000000656873453e-05
147200, 0.00036, 1.0000000656873453e-05
147300, 0.00033, 1.0000000656873453e-05
147400, 0.00038, 1.0000000656873453e-05
147500, 0.00036, 1.0000000656873453e-05
147600, 0.00035, 1.0000000656873453e-05
147700, 0.00036, 1.0000000656873453e-05
147800, 0.00036, 1.0000000656873453e-05
147900, 0.00037, 1.0000000656873453e-05
148000, 0.00034, 1.0000000656873453e-05
148100, 0.00039, 1.0000000656873453e-05
148200, 0.00034, 1.0000000656873453e-05
148300, 0.00031, 1.0000000656873453e-05
148400, 0.00036, 1.0000000656873453e-05
148500, 0.00036, 1.0000000656873453e-05
148600, 0.00035, 1.0000000656873453e-05
148700, 0.00034, 1.0000000656873453e-05
148800, 0.00039, 1.0000000656873453e-05
148900, 0.00031, 1.0000000656873453e-05
149000, 0.00037, 1.0000000656873453e-05
149100, 0.00034, 1.0000000656873453e-05
149200, 0.00030, 1.0000000656873453e-05
149300, 0.00038, 1.0000000656873453e-05
149400, 0.00041, 1.0000000656873453e-05
149500, 0.00041, 1.0000000656873453e-05
149600, 0.00036, 1.0000000656873453e-05
149700, 0.00034, 1.0000000656873453e-05
149800, 0.00034, 1.0000000656873453e-05
149900, 0.00038, 1.0000000656873453e-05
150000, 0.00035, 1.0000000656873453e-05
